m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","11992"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13865"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","345"
"2016-12-01 00:00:00","javascript","19829"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10714"
"2016-12-01 00:00:00","php","11503"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13076"
"2016-12-01 00:00:00","c++","5244"
"2016-12-01 00:00:00","swift","3945"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5664"
"2017-01-01 00:00:00","java","14601"
"2017-01-01 00:00:00","c#","11723"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21436"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12658"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","337"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14308"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14800"
"2017-02-01 00:00:00","java","14595"
"2017-02-01 00:00:00","assembly","302"
"2017-02-01 00:00:00","javascript","21207"
"2017-02-01 00:00:00","c","2730"
"2017-02-01 00:00:00","c#","11522"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1630"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5187"
"2017-02-01 00:00:00","php","12546"
"2017-02-01 00:00:00","swift","4070"
"2017-02-01 00:00:00","go","555"
"2017-02-01 00:00:00","r","3683"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6238"
"2017-03-01 00:00:00","c","2974"
"2017-03-01 00:00:00","c#","13016"
"2017-03-01 00:00:00","java","17344"
"2017-03-01 00:00:00","python","17152"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23734"
"2017-03-01 00:00:00","r","4606"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","655"
"2017-03-01 00:00:00","swift","4623"
"2017-03-01 00:00:00","php","14111"
"2017-04-01 00:00:00","c#","11113"
"2017-04-01 00:00:00","c","2863"
"2017-04-01 00:00:00","c++","5892"
"2017-04-01 00:00:00","python","15663"
"2017-04-01 00:00:00","javascript","21274"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12464"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15963"
"2017-04-01 00:00:00","swift","3927"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16371"
"2017-05-01 00:00:00","r","4324"
"2017-05-01 00:00:00","php","13070"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12013"
"2017-05-01 00:00:00","python","16212"
"2017-05-01 00:00:00","javascript","22416"
"2017-05-01 00:00:00","c++","5314"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4106"
"2017-06-01 00:00:00","javascript","21615"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2358"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11330"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4699"
"2017-06-01 00:00:00","python","16046"
"2017-06-01 00:00:00","java","14635"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11799"
"2017-07-01 00:00:00","c#","11227"
"2017-07-01 00:00:00","javascript","21638"
"2017-07-01 00:00:00","python","16944"
"2017-07-01 00:00:00","c","2058"
"2017-07-01 00:00:00","java","14171"
"2017-07-01 00:00:00","php","11811"
"2017-07-01 00:00:00","c++","5030"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","ruby","1523"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","334"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13774"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10976"
"2017-08-01 00:00:00","c","2051"
"2017-08-01 00:00:00","python","16486"
"2017-08-01 00:00:00","go","613"
"2017-08-01 00:00:00","c++","4803"
"2017-08-01 00:00:00","javascript","21381"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","360"
"2017-08-01 00:00:00","swift","4192"
"2017-08-01 00:00:00","r","4575"
"2017-08-01 00:00:00","php","11687"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9905"
"2017-09-01 00:00:00","c","2106"
"2017-09-01 00:00:00","python","15475"
"2017-09-01 00:00:00","java","12777"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4481"
"2017-09-01 00:00:00","perl","311"
"2017-09-01 00:00:00","javascript","19013"
"2017-09-01 00:00:00","r","4225"
"2017-09-01 00:00:00","ruby","1223"
"2017-09-01 00:00:00","php","10730"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19901"
"2017-10-01 00:00:00","c","2789"
"2017-10-01 00:00:00","c#","10258"
"2017-10-01 00:00:00","php","10864"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16987"
"2017-10-01 00:00:00","java","14031"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5229"
"2017-10-01 00:00:00","r","4547"
"2017-10-01 00:00:00","perl","337"
"2017-10-01 00:00:00","swift","3908"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14208"
"2017-11-01 00:00:00","r","4516"
"2017-11-01 00:00:00","php","10632"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","270"
"2017-11-01 00:00:00","c#","9834"
"2017-11-01 00:00:00","python","17015"
"2017-11-01 00:00:00","javascript","19438"
"2017-11-01 00:00:00","c++","5045"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3678"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8634"
"2017-12-01 00:00:00","java","12001"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17014"
"2017-12-01 00:00:00","go","530"
"2017-12-01 00:00:00","c","2201"
"2017-12-01 00:00:00","php","9175"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","242"
"2017-12-01 00:00:00","swift","3212"
"2017-12-01 00:00:00","python","14965"
"2017-12-01 00:00:00","r","3716"
"2018-01-01 00:00:00","python","16265"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12367"
"2018-01-01 00:00:00","javascript","18955"
"2018-01-01 00:00:00","c#","9419"
"2018-01-01 00:00:00","c","2222"
"2018-01-01 00:00:00","c++","4766"
"2018-01-01 00:00:00","ruby","1164"
"2018-01-01 00:00:00","swift","3760"
"2018-01-01 00:00:00","perl","248"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10169"
"2018-01-01 00:00:00","go","546"
"2018-01-01 00:00:00","r","4204"
"2018-02-01 00:00:00","java","12059"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8605"
"2018-02-01 00:00:00","c","2152"
"2018-02-01 00:00:00","python","16360"
"2018-02-01 00:00:00","go","584"
"2018-02-01 00:00:00","c++","4579"
"2018-02-01 00:00:00","javascript","17252"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","232"
"2018-02-01 00:00:00","swift","3418"
"2018-02-01 00:00:00","r","4512"
"2018-02-01 00:00:00","php","9174"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19190"
"2018-03-01 00:00:00","c#","9823"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17933"
"2018-03-01 00:00:00","c++","5200"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","290"
"2018-03-01 00:00:00","ruby","1064"
"2018-03-01 00:00:00","java","13591"
"2018-03-01 00:00:00","php","9888"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4069"
"2018-04-01 00:00:00","java","13527"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2201"
"2018-04-01 00:00:00","c#","9273"
"2018-04-01 00:00:00","javascript","17985"
"2018-04-01 00:00:00","php","8971"
"2018-04-01 00:00:00","c++","4675"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","255"
"2018-04-01 00:00:00","python","17003"
"2018-04-01 00:00:00","r","4739"
"2018-04-01 00:00:00","go","623"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9956"
"2018-05-01 00:00:00","c++","4701"
"2018-05-01 00:00:00","python","17599"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18095"
"2018-05-01 00:00:00","c","2378"
"2018-05-01 00:00:00","java","13495"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","244"
"2018-05-01 00:00:00","swift","3631"
"2018-05-01 00:00:00","php","9511"
"2018-05-01 00:00:00","r","4730"
"2018-06-01 00:00:00","c","1842"
"2018-06-01 00:00:00","c#","8823"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4112"
"2018-06-01 00:00:00","java","11828"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","241"
"2018-06-01 00:00:00","javascript","17207"
"2018-06-01 00:00:00","r","4498"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8473"
"2018-06-01 00:00:00","python","16836"
"2018-06-01 00:00:00","ruby","993"
"2018-06-01 00:00:00","swift","3159"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11791"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9437"
"2018-07-01 00:00:00","go","695"
"2018-07-01 00:00:00","c","1608"
"2018-07-01 00:00:00","perl","249"
"2018-07-01 00:00:00","python","17956"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17835"
"2018-07-01 00:00:00","php","8593"
"2018-07-01 00:00:00","c++","3922"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9553"
"2018-08-01 00:00:00","python","17841"
"2018-08-01 00:00:00","c","1698"
"2018-08-01 00:00:00","java","11394"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3937"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","231"
"2018-08-01 00:00:00","javascript","17946"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8571"
"2018-08-01 00:00:00","r","4132"
"2018-08-01 00:00:00","swift","3596"
"2018-09-01 00:00:00","c#","8431"
"2018-09-01 00:00:00","c++","3776"
"2018-09-01 00:00:00","python","16119"
"2018-09-01 00:00:00","c","1858"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16080"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","679"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7763"
"2018-09-01 00:00:00","java","10848"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3796"
"2018-09-01 00:00:00","swift","3154"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12632"
"2018-10-01 00:00:00","php","8296"
"2018-10-01 00:00:00","r","4386"
"2018-10-01 00:00:00","c#","9398"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4356"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17538"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3298"
"2018-10-01 00:00:00","python","18281"
"2018-11-01 00:00:00","javascript","16302"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18168"
"2018-11-01 00:00:00","c","2569"
"2018-11-01 00:00:00","c#","8555"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11862"
"2018-11-01 00:00:00","c++","4406"
"2018-11-01 00:00:00","perl","239"
"2018-11-01 00:00:00","ruby","835"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4271"
"2018-11-01 00:00:00","php","7214"
"2018-12-01 00:00:00","javascript","14403"
"2018-12-01 00:00:00","java","10590"
"2018-12-01 00:00:00","c#","7624"
"2018-12-01 00:00:00","c","2234"
"2018-12-01 00:00:00","php","6333"
"2018-12-01 00:00:00","python","15885"
"2018-12-01 00:00:00","c++","3613"
"2018-12-01 00:00:00","assembly","235"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2800"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3433"
"2019-01-01 00:00:00","delphi","219"
"2019-01-01 00:00:00","java","11173"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8852"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2321"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17128"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16132"
"2019-01-01 00:00:00","php","7305"
"2019-01-01 00:00:00","c++","3948"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2932"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8446"
"2019-02-01 00:00:00","python","17694"
"2019-02-01 00:00:00","c","2086"
"2019-02-01 00:00:00","java","11130"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3790"
"2019-02-01 00:00:00","go","633"
"2019-02-01 00:00:00","perl","256"
"2019-02-01 00:00:00","javascript","15826"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7430"
"2019-02-01 00:00:00","r","4292"
"2019-02-01 00:00:00","swift","2703"
"2019-03-01 00:00:00","java","12226"
"2019-03-01 00:00:00","c++","4496"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17491"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9057"
"2019-03-01 00:00:00","php","7917"
"2019-03-01 00:00:00","go","728"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20077"
"2019-03-01 00:00:00","r","4544"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2972"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16313"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9211"
"2019-04-01 00:00:00","php","7356"
"2019-04-01 00:00:00","c++","4447"
"2019-04-01 00:00:00","c","2467"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11305"
"2019-04-01 00:00:00","swift","3114"
"2019-04-01 00:00:00","python","19976"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4644"
"2019-05-01 00:00:00","c#","9127"
"2019-05-01 00:00:00","assembly","249"
"2019-05-01 00:00:00","c","2143"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16270"
"2019-05-01 00:00:00","perl","223"
"2019-05-01 00:00:00","java","11260"
"2019-05-01 00:00:00","go","681"
"2019-05-01 00:00:00","c++","4186"
"2019-05-01 00:00:00","php","7115"
"2019-05-01 00:00:00","r","4347"
"2019-05-01 00:00:00","python","19064"
"2019-05-01 00:00:00","swift","3136"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9760"
"2019-06-01 00:00:00","javascript","14968"
"2019-06-01 00:00:00","c#","7705"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6134"
"2019-06-01 00:00:00","c++","3713"
"2019-06-01 00:00:00","c","1765"
"2019-06-01 00:00:00","python","17436"
"2019-06-01 00:00:00","perl","237"
"2019-06-01 00:00:00","ruby","705"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3116"
"2019-06-01 00:00:00","r","3995"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","193"
"2019-07-01 00:00:00","c++","4323"
"2019-07-01 00:00:00","c","1786"
"2019-07-01 00:00:00","c#","8544"
"2019-07-01 00:00:00","java","10978"
"2019-07-01 00:00:00","python","19963"
"2019-07-01 00:00:00","perl","241"
"2019-07-01 00:00:00","javascript","16353"
"2019-07-01 00:00:00","r","4257"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","640"
"2019-07-01 00:00:00","swift","3072"
"2019-07-01 00:00:00","php","6794"
"2019-08-01 00:00:00","c#","7786"
"2019-08-01 00:00:00","c","1577"
"2019-08-01 00:00:00","c++","3334"
"2019-08-01 00:00:00","python","18192"
"2019-08-01 00:00:00","delphi","175"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15366"
"2019-08-01 00:00:00","assembly","173"
"2019-08-01 00:00:00","php","5913"
"2019-08-01 00:00:00","java","9202"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2567"
"2019-08-01 00:00:00","r","3978"
"2019-09-01 00:00:00","java","9817"
"2019-09-01 00:00:00","c","2041"
"2019-09-01 00:00:00","c#","7930"
"2019-09-01 00:00:00","assembly","227"
"2019-09-01 00:00:00","javascript","15032"
"2019-09-01 00:00:00","c++","3848"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5700"
"2019-09-01 00:00:00","go","626"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","17043"
"2019-09-01 00:00:00","r","3977"
"2019-09-01 00:00:00","ruby","725"
"2019-09-01 00:00:00","swift","2574"
"2019-10-01 00:00:00","c#","8438"
"2019-10-01 00:00:00","assembly","315"
"2019-10-01 00:00:00","c++","4850"
"2019-10-01 00:00:00","python","20519"
"2019-10-01 00:00:00","javascript","16025"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2493"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11264"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","851"
"2019-10-01 00:00:00","php","6120"
"2019-10-01 00:00:00","swift","3121"
"2019-10-01 00:00:00","r","4387"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2526"
"2019-11-01 00:00:00","c#","8052"
"2019-11-01 00:00:00","c++","4749"
"2019-11-01 00:00:00","perl","225"
"2019-11-01 00:00:00","java","10360"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15797"
"2019-11-01 00:00:00","php","6145"
"2019-11-01 00:00:00","r","4286"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20675"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2898"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9086"
"2019-12-01 00:00:00","c#","7251"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18196"
"2019-12-01 00:00:00","c","2166"
"2019-12-01 00:00:00","c++","4228"
"2019-12-01 00:00:00","perl","160"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14352"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5271"
"2020-01-01 00:00:00","assembly","233"
"2020-01-01 00:00:00","c#","7855"
"2020-01-01 00:00:00","c","2062"
"2020-01-01 00:00:00","python","20092"
"2020-01-01 00:00:00","java","10034"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","171"
"2020-01-01 00:00:00","c++","4258"
"2020-01-01 00:00:00","r","4140"
"2020-01-01 00:00:00","go","655"
"2020-01-01 00:00:00","ruby","769"
"2020-01-01 00:00:00","javascript","16088"
"2020-01-01 00:00:00","swift","2914"
"2020-01-01 00:00:00","php","5935"
"2020-02-01 00:00:00","c#","7754"
"2020-02-01 00:00:00","c","1999"
"2020-02-01 00:00:00","c++","4120"
"2020-02-01 00:00:00","python","20161"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","669"
"2020-02-01 00:00:00","javascript","15820"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5727"
"2020-02-01 00:00:00","java","10128"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","186"
"2020-02-01 00:00:00","swift","2771"
"2020-02-01 00:00:00","r","4688"
"2020-03-01 00:00:00","java","12065"
"2020-03-01 00:00:00","go","682"
"2020-03-01 00:00:00","c","2579"
"2020-03-01 00:00:00","delphi","174"
"2020-03-01 00:00:00","c#","8264"
"2020-03-01 00:00:00","python","24438"
"2020-03-01 00:00:00","c++","4853"
"2020-03-01 00:00:00","assembly","306"
"2020-03-01 00:00:00","javascript","18885"
"2020-03-01 00:00:00","perl","204"
"2020-03-01 00:00:00","r","5407"
"2020-03-01 00:00:00","php","6153"
"2020-03-01 00:00:00","swift","3166"
"2020-03-01 00:00:00","ruby","738"
"2020-04-01 00:00:00","java","15221"
"2020-04-01 00:00:00","assembly","404"
"2020-04-01 00:00:00","c++","6770"
"2020-04-01 00:00:00","c#","9936"
"2020-04-01 00:00:00","c","3450"
"2020-04-01 00:00:00","delphi","253"
"2020-04-01 00:00:00","javascript","24459"
"2020-04-01 00:00:00","go","879"
"2020-04-01 00:00:00","perl","229"
"2020-04-01 00:00:00","php","7973"
"2020-04-01 00:00:00","ruby","856"
"2020-04-01 00:00:00","python","32285"
"2020-04-01 00:00:00","swift","3990"
"2020-04-01 00:00:00","r","7009"
"2020-05-01 00:00:00","java","14544"
"2020-05-01 00:00:00","c#","9808"
"2020-05-01 00:00:00","assembly","381"
"2020-05-01 00:00:00","delphi","219"
"2020-05-01 00:00:00","c","3568"
"2020-05-01 00:00:00","javascript","24965"
"2020-05-01 00:00:00","go","822"
"2020-05-01 00:00:00","c++","6996"
"2020-05-01 00:00:00","php","7809"
"2020-05-01 00:00:00","python","34146"
"2020-05-01 00:00:00","perl","217"
"2020-05-01 00:00:00","ruby","771"
"2020-05-01 00:00:00","r","6806"
"2020-05-01 00:00:00","swift","4022"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12853"
"2020-06-01 00:00:00","c++","6097"
"2020-06-01 00:00:00","c","2727"
"2020-06-01 00:00:00","php","7058"
"2020-06-01 00:00:00","assembly","355"
"2020-06-01 00:00:00","c#","8945"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23093"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31408"
"2020-06-01 00:00:00","r","6200"
"2020-06-01 00:00:00","ruby","667"
"2020-06-01 00:00:00","swift","3688"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12317"
"2020-07-01 00:00:00","javascript","23108"
"2020-07-01 00:00:00","c++","5570"
"2020-07-01 00:00:00","c#","8819"
"2020-07-01 00:00:00","assembly","285"
"2020-07-01 00:00:00","c","2227"
"2020-07-01 00:00:00","python","30329"
"2020-07-01 00:00:00","php","6869"
"2020-07-01 00:00:00","r","5586"
"2020-07-01 00:00:00","go","699"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3450"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20690"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","10994"
"2020-08-01 00:00:00","assembly","274"
"2020-08-01 00:00:00","c#","8003"
"2020-08-01 00:00:00","r","5065"
"2020-08-01 00:00:00","c","2021"
"2020-08-01 00:00:00","python","26368"
"2020-08-01 00:00:00","php","5806"
"2020-08-01 00:00:00","c++","5098"
"2020-08-01 00:00:00","go","763"
"2020-08-01 00:00:00","ruby","605"
"2020-08-01 00:00:00","swift","3129"
"2020-09-01 00:00:00","java","10764"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2287"
"2020-09-01 00:00:00","c#","7300"
"2020-09-01 00:00:00","javascript","19544"
"2020-09-01 00:00:00","assembly","307"
"2020-09-01 00:00:00","c++","4238"
"2020-09-01 00:00:00","go","813"
"2020-09-01 00:00:00","r","5369"
"2020-09-01 00:00:00","perl","167"
"2020-09-01 00:00:00","ruby","572"
"2020-09-01 00:00:00","python","25119"
"2020-09-01 00:00:00","swift","3020"
"2020-09-01 00:00:00","php","5651"
"2020-10-01 00:00:00","c#","7042"
"2020-10-01 00:00:00","c++","4742"
"2020-10-01 00:00:00","python","26527"
"2020-10-01 00:00:00","assembly","383"
"2020-10-01 00:00:00","java","10810"
"2020-10-01 00:00:00","c","2528"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19202"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","551"
"2020-10-01 00:00:00","r","5787"
"2020-10-01 00:00:00","swift","2761"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5476"
"2020-11-01 00:00:00","c","2907"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","601"
"2020-11-01 00:00:00","javascript","18247"
"2020-11-01 00:00:00","java","10344"
"2020-11-01 00:00:00","c#","6831"
"2020-11-01 00:00:00","assembly","415"
"2020-11-01 00:00:00","python","26071"
"2020-11-01 00:00:00","perl","153"
"2020-11-01 00:00:00","c++","4766"
"2020-11-01 00:00:00","php","5576"
"2020-11-01 00:00:00","ruby","587"
"2020-11-01 00:00:00","r","5606"
"2020-11-01 00:00:00","swift","2631"
"2020-12-01 00:00:00","delphi","213"
"2020-12-01 00:00:00","javascript","18654"
